STATION,NAME,DATE,TAVG,LATITUDE,LONGITUDE
USW00025309,"JUNEAU AIRPORT, AK US",1979.0,40.2,58.354,-134.55606
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1979.0,66.8,30.47612,-87.18575
USW00023062,"DENVER CENTRAL PARK, CO US",1979.0,49.4,39.76746,-104.86948
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1979.0,53.0,47.44467,-122.31442
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1979.0,47.6,40.96146,-98.31304
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1979.0,59.2,33.30735,-104.50817
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1979.0,64.8,36.77999,-119.72016
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1979.0,75.7,25.78805,-80.31694
USW00024057,"RAWLINS AIRPORT, WY US",1979.0,41.8,41.80644,-107.19518
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1979.0,77.0,21.32402,-157.93946
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1979.0,76.0,36.46263,-116.8672
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",1979.0,58.9,37.7178,-122.23301
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1979.0,64.6,33.81177,-118.14718
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1979.0,65.4,34.0236,-118.2911
USW00023065,"GOODLAND RENNER FIELD, KS US",1979.0,50.5,39.36729,-101.69322
USW00013959,"WACO REGIONAL AIRPORT, TX US",1979.0,63.7,31.61796,-97.2283
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1979.0,43.7,43.14069,-89.34521
USC00228374,"STATE UNIVERSITY, MS US",1979.0,61.3,33.4691,-88.7822
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1979.0,68.2,29.54429,-98.48395
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1979.0,57.2,36.0969,-79.94316
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",1979.0,52.6,40.77069,-111.96503
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1979.0,64.7,32.89945,-80.0407
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1979.0,49.1,41.33349,-75.72273
USW00013882,"CHATTANOOGA AIRPORT, TN US",1979.0,58.7,35.03363,-85.20039
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1979.0,62.3,32.31982,-90.07778
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1979.0,50.4,41.93742,-72.68202
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1979.0,45.4,44.46825,-73.1499
USC00129222,"WANATAH 2 WNW, IN US",1979.0,46.4,41.4439,-86.9294
USW00013876,"BIRMINGHAM AIRPORT, AL US",1979.0,61.4,33.56545,-86.7449
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1979.0,57.6,37.51154,-77.32338
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1979.0,49.2,41.40568,-81.85191
USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1979.0,42.2,44.47958,-88.1371
USW00003816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",1979.0,55.7,37.05635,-88.77425
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1979.0,45.5,42.95489,-87.9045
USW00024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1979.0,64.3,40.15186,-122.25478
USW00013724,"ATLANTIC CITY MARINA, NJ US",1979.0,53.6,39.37778,-74.42361
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1979.0,47.9,41.53395,-93.65313
USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1979.0,60.7,34.72727,-92.2358
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1979.0,54.4,39.87326,-75.22681
USW00014944,"SIOUX FALLS FOSS FIELD, SD US",1979.0,43.2,43.57751,-96.75387
USW00094823,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",1979.0,49.4,40.48459,-80.21448
USW00012916,"NEW ORLEANS AIRPORT, LA US",1979.0,67.9,29.99755,-90.27772
USW00024227,"OLYMPIA AIRPORT, WA US",1979.0,50.2,46.97371,-122.90493
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",1979.0,47.7,38.80949,-104.68873
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",1979.0,71.9,28.41822,-81.32413
USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",1979.0,51.0,45.6975,-118.83446
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",1979.0,60.8,38.50659,-121.49604
USW00023237,"STOCKTON AIRPORT, CA US",1979.0,63.3,37.88997,-121.22637
USW00023225,"BLUE CANYON NYACK AIRPORT, CA US",1979.0,50.2,39.27617,-120.70927
USW00024221,"EUGENE MAHLON SWEET FIELD, OR US",1979.0,52.2,44.13311,-123.21563
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1979.0,61.5,33.62972,-84.44224
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",1979.0,54.6,45.59578,-122.60919
USC00044997,"LIVERMORE, CA US",1979.0,59.5,37.68194,-121.75139
USC00046826,"PETALUMA AIRPORT, CA US",1979.0,58.2,38.2577,-122.6077
USC00047339,"REDWOOD CITY, CA US",1979.0,59.6,37.4767,-122.2386
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1980.0,70.2,29.17351,-81.07185
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1980.0,48.6,41.96017,-87.93164
USW00024036,"LEWISTOWN AIRPORT, MT US",1980.0,43.0,47.05443,-109.45654
USW00014838,"MARQUETTE, MI US",1980.0,41.3,46.5458,-87.3795
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",1980.0,58.6,37.7178,-122.23301
USW00014822,"DETROIT CITY AIRPORT, MI US",1980.0,49.0,42.40725,-83.00899
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",1980.0,52.8,40.77069,-111.96503
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1980.0,49.4,41.33349,-75.72273
USC00237963,"SPICKARD 7 W, MO US",1980.0,51.5,40.2472,-93.7158
USW00013958,"AUSTIN CAMP MABRY, TX US",1980.0,68.9,30.3208,-97.7604
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1980.0,47.9,41.40568,-81.85191
USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1980.0,62.8,34.72727,-92.2358
USW00013960,"DALLAS FAA AIRPORT, TX US",1980.0,67.4,32.83839,-96.83583
USW00023225,"BLUE CANYON NYACK AIRPORT, CA US",1980.0,51.4,39.27617,-120.70927
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",1980.0,50.1,38.80949,-104.68873
USW00023237,"STOCKTON AIRPORT, CA US",1980.0,62.3,37.88997,-121.22637
USC00044500,"KENTFIELD, CA US",1980.0,58.5,37.9566,-122.5447
USC00047339,"REDWOOD CITY, CA US",1980.0,60.3,37.4767,-122.2386
USW00094728,"NY CITY CENTRAL PARK, NY US",1980.0,54.9,40.77898,-73.96925
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1980.0,45.5,44.9902,-93.17995
USC00042294,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",1980.0,59.4,38.5349,-121.7761
USW00023183,"PHOENIX AIRPORT, AZ US",1980.0,74.0,33.4278,-112.00365
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1980.0,59.2,36.11054,-86.68815
USW00023066,"GRAND JUNCTION WALKER FIELD, CO US",1980.0,54.6,39.13437,-108.54081
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1980.0,50.6,42.36057,-71.00975
USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",1980.0,67.9,36.0719,-115.16343
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",1980.0,49.8,41.31186,-95.90186
USW00013968,"TULSA INTERNATIONAL AIRPORT, OK US",1980.0,62.7,36.19854,-95.87825
USC00456789,"PULLMAN 2 NW, WA US",1980.0,46.5,46.76016,-117.1861
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1980.0,51.0,40.96146,-98.31304
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1980.0,67.7,30.47612,-87.18575
USW00023062,"DENVER CENTRAL PARK, CO US",1980.0,52.2,39.76746,-104.86948
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1980.0,64.1,36.77999,-119.72016
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1980.0,60.5,33.30735,-104.50817
USW00025309,"JUNEAU AIRPORT, AK US",1980.0,41.6,58.354,-134.55606
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1980.0,51.3,47.44467,-122.31442
USW00024057,"RAWLINS AIRPORT, WY US",1980.0,43.4,41.80644,-107.19518
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1980.0,75.8,25.78805,-80.31694
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1980.0,64.9,33.81177,-118.14718
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1980.0,76.6,36.46263,-116.8672
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1980.0,67.7,34.0236,-118.2911
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1980.0,77.4,21.32402,-157.93946
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1980.0,44.6,43.14069,-89.34521
USC00228374,"STATE UNIVERSITY, MS US",1980.0,63.3,33.4691,-88.7822
USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",1980.0,65.3,31.35172,-100.4948
USW00013882,"CHATTANOOGA AIRPORT, TN US",1980.0,59.3,35.03363,-85.20039
USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1980.0,59.8,34.90614,-82.21253
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1980.0,57.4,36.0969,-79.94316
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1980.0,49.1,41.93742,-72.68202
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1980.0,64.6,32.89945,-80.0407
USW00013959,"WACO REGIONAL AIRPORT, TX US",1980.0,66.9,31.61796,-97.2283
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1980.0,69.8,29.54429,-98.48395
USW00023065,"GOODLAND RENNER FIELD, KS US",1980.0,51.5,39.36729,-101.69322
USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1980.0,57.6,37.64753,-97.42999
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1980.0,64.6,32.31982,-90.07778
USW00013876,"BIRMINGHAM AIRPORT, AL US",1980.0,62.5,33.56545,-86.7449
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1980.0,58.4,37.51154,-77.32338
USW00014936,"HURON REGIONAL AIRPORT, SD US",1980.0,46.2,44.37916,-98.22275
USW00003816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",1980.0,57.8,37.05635,-88.77425
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1980.0,52.1,44.6341,-123.19
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1980.0,45.4,42.95489,-87.9045
USC00129222,"WANATAH 2 WNW, IN US",1980.0,47.8,41.4439,-86.9294
USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1980.0,43.7,44.47958,-88.1371
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1980.0,44.2,44.46825,-73.1499
USW00094823,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",1980.0,49.5,40.48459,-80.21448
USW00024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1980.0,63.6,40.15186,-122.25478
USW00023160,"TUCSON INTERNATIONAL AIRPORT, AZ US",1980.0,69.4,32.13153,-110.95638
USW00013724,"ATLANTIC CITY MARINA, NJ US",1980.0,53.8,39.37778,-74.42361
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1980.0,50.5,41.53395,-93.65313
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1980.0,54.4,39.87326,-75.22681
USW00014944,"SIOUX FALLS FOSS FIELD, SD US",1980.0,46.3,43.57751,-96.75387
USW00012916,"NEW ORLEANS AIRPORT, LA US",1980.0,69.5,29.99755,-90.27772
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",1980.0,59.8,38.50659,-121.49604
USW00094224,"ASTORIA AIRPORT PORT OF, OR US",1980.0,51.5,46.15694,-123.88326
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",1980.0,71.9,28.41822,-81.32413
USW00024227,"OLYMPIA AIRPORT, WA US",1980.0,49.8,46.97371,-122.90493
USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",1980.0,50.5,45.6975,-118.83446
USW00024221,"EUGENE MAHLON SWEET FIELD, OR US",1980.0,51.7,44.13311,-123.21563
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1980.0,63.2,33.62972,-84.44224
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",1980.0,53.6,45.59578,-122.60919
USC00044997,"LIVERMORE, CA US",1980.0,59.7,37.68194,-121.75139
USC00046826,"PETALUMA AIRPORT, CA US",1980.0,58.0,38.2577,-122.6077
USC00043875,"HEALDSBURG, CA US",1980.0,61.1,38.62935,-122.86646
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",1980.0,57.1,37.61962,-122.36562
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1981.0,69.2,29.17351,-81.07185
USC00042294,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",1981.0,61.1,38.5349,-121.7761
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1981.0,66.1,30.47612,-87.18575
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1981.0,68.9,34.0236,-118.2911
USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1981.0,59.5,34.90614,-82.21253
USW00014936,"HURON REGIONAL AIRPORT, SD US",1981.0,48.6,44.37916,-98.22275
USW00003816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",1981.0,57.4,37.05635,-88.77425
USW00024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1981.0,65.0,40.15186,-122.25478
USW00014933,"DES MOINES INTERNATIONAL AIRPORT, IA US",1981.0,51.9,41.53395,-93.65313
USW00094224,"ASTORIA AIRPORT PORT OF, OR US",1981.0,52.7,46.15694,-123.88326
USW00023225,"BLUE CANYON NYACK AIRPORT, CA US",1981.0,52.6,39.27617,-120.70927
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",1981.0,57.7,37.61962,-122.36562
USC00045915,"MOUNT DIABLO JUNCTION, CA US",1981.0,59.9,37.8792,-121.9303
USC00046826,"PETALUMA AIRPORT, CA US",1981.0,58.8,38.2577,-122.6077
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1981.0,48.8,41.96017,-87.93164
USW00094728,"NY CITY CENTRAL PARK, NY US",1981.0,55.2,40.77898,-73.96925
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1981.0,46.9,44.9902,-93.17995
USW00023183,"PHOENIX AIRPORT, AZ US",1981.0,76.0,33.4278,-112.00365
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",1981.0,50.6,41.31186,-95.90186
USW00023066,"GRAND JUNCTION WALKER FIELD, CO US",1981.0,55.1,39.13437,-108.54081
USW00013968,"TULSA INTERNATIONAL AIRPORT, OK US",1981.0,61.5,36.19854,-95.87825
USC00456789,"PULLMAN 2 NW, WA US",1981.0,47.7,46.76016,-117.1861
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1981.0,58.7,36.11054,-86.68815
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1981.0,51.5,42.36057,-71.00975
USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",1981.0,69.2,36.0719,-115.16343
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1981.0,51.5,40.96146,-98.31304
USW00025309,"JUNEAU AIRPORT, AK US",1981.0,43.5,58.354,-134.55606
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1981.0,65.0,36.77999,-119.72016
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1981.0,52.6,47.44467,-122.31442
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1981.0,61.2,33.30735,-104.50817
USW00023062,"DENVER CENTRAL PARK, CO US",1981.0,54.0,39.76746,-104.86948
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1981.0,75.7,25.78805,-80.31694
USW00014838,"MARQUETTE, MI US",1981.0,42.8,46.5458,-87.3795
USW00024036,"LEWISTOWN AIRPORT, MT US",1981.0,45.1,47.05443,-109.45654
USW00024057,"RAWLINS AIRPORT, WY US",1981.0,45.5,41.80644,-107.19518
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1981.0,66.1,33.81177,-118.14718
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1981.0,78.4,36.46263,-116.8672
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1981.0,77.1,21.32402,-157.93946
USW00013959,"WACO REGIONAL AIRPORT, TX US",1981.0,66.7,31.61796,-97.2283
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",1981.0,54.2,40.77069,-111.96503
USW00013882,"CHATTANOOGA AIRPORT, TN US",1981.0,59.2,35.03363,-85.20039
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1981.0,49.5,41.33349,-75.72273
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1981.0,57.1,36.0969,-79.94316
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1981.0,50.5,41.93742,-72.68202
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1981.0,64.3,32.89945,-80.0407
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981.0,46.5,43.14069,-89.34521
USC00228374,"STATE UNIVERSITY, MS US",1981.0,63.7,33.4691,-88.7822
USW00023065,"GOODLAND RENNER FIELD, KS US",1981.0,52.4,39.36729,-101.69322
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1981.0,69.2,29.54429,-98.48395
USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",1981.0,64.2,31.35172,-100.4948
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1981.0,64.8,32.31982,-90.07778
USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1981.0,57.9,37.64753,-97.42999
USW00014822,"DETROIT CITY AIRPORT, MI US",1981.0,50.2,42.40725,-83.00899
USC00129222,"WANATAH 2 WNW, IN US",1981.0,48.2,41.4439,-86.9294
USW00013958,"AUSTIN CAMP MABRY, TX US",1981.0,69.3,30.3208,-97.7604
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1981.0,45.4,42.95489,-87.9045
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1981.0,57.3,37.51154,-77.32338
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",1981.0,45.9,44.46825,-73.1499
USW00013876,"BIRMINGHAM AIRPORT, AL US",1981.0,62.2,33.56545,-86.7449
USC00351862,"CORVALLIS STATE UNIVERSITY, OR US",1981.0,52.6,44.6341,-123.19
USC00237963,"SPICKARD 7 W, MO US",1981.0,52.6,40.2472,-93.7158
USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1981.0,44.7,44.47958,-88.1371
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",1981.0,49.1,41.40568,-81.85191
USW00023160,"TUCSON INTERNATIONAL AIRPORT, AZ US",1981.0,69.6,32.13153,-110.95638
USW00094823,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",1981.0,49.1,40.48459,-80.21448
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1981.0,53.7,39.87326,-75.22681
USW00013963,"LITTLE ROCK AIRPORT ADAMS FIELD, AR US",1981.0,62.5,34.72727,-92.2358
USW00014944,"SIOUX FALLS FOSS FIELD, SD US",1981.0,48.7,43.57751,-96.75387
USW00012916,"NEW ORLEANS AIRPORT, LA US",1981.0,69.3,29.99755,-90.27772
USW00013724,"ATLANTIC CITY MARINA, NJ US",1981.0,54.5,39.37778,-74.42361
USW00013960,"DALLAS FAA AIRPORT, TX US",1981.0,66.8,32.83839,-96.83583
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",1981.0,51.3,38.80949,-104.68873
USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",1981.0,52.3,45.6975,-118.83446
USW00012815,"ORLANDO INTERNATIONAL AIRPORT, FL US",1981.0,71.6,28.41822,-81.32413
USW00024227,"OLYMPIA AIRPORT, WA US",1981.0,51.5,46.97371,-122.90493
USW00024221,"EUGENE MAHLON SWEET FIELD, OR US",1981.0,52.1,44.13311,-123.21563
USW00023232,"SACRAMENTO AIRPORT ASOS, CA US",1981.0,61.4,38.50659,-121.49604
USW00023237,"STOCKTON AIRPORT, CA US",1981.0,63.4,37.88997,-121.22637
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",1981.0,61.7,33.62972,-84.44224
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",1981.0,54.8,45.59578,-122.60919
USC00047339,"REDWOOD CITY, CA US",1981.0,61.1,37.4767,-122.2386
USC00044500,"KENTFIELD, CA US",1981.0,59.3,37.9566,-122.5447
USC00043875,"HEALDSBURG, CA US",1981.0,62.4,38.62935,-122.86646
USC00044997,"LIVERMORE, CA US",1981.0,61.1,37.68194,-121.75139
USW00094728,"NY CITY CENTRAL PARK, NY US",1982.0,54.8,40.77898,-73.96925
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",1982.0,74.5,36.46263,-116.8672
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",1982.0,64.3,33.81177,-118.14718
USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1982.0,60.1,34.90614,-82.21253
USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",1982.0,55.1,37.64753,-97.42999
USW00012916,"NEW ORLEANS AIRPORT, LA US",1982.0,69.7,29.99755,-90.27772
USW00094823,"PITTSBURGH INTERNATIONAL AIRPORT, PA US",1982.0,50.3,40.48459,-80.21448
USW00024155,"PENDLETON E OR REGIONAL AIRPORT, OR US",1982.0,51.3,45.6975,-118.83446
USW00023237,"STOCKTON AIRPORT, CA US",1982.0,60.0,37.88997,-121.22637
USC00044997,"LIVERMORE, CA US",1982.0,57.7,37.68194,-121.75139
USC00041312,"CALISTOGA, CA US",1982.0,57.4,38.57682,-122.57811
USW00023183,"PHOENIX AIRPORT, AZ US",1982.0,73.4,33.4278,-112.00365
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",1982.0,70.9,29.17351,-81.07185
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",1982.0,44.2,44.9902,-93.17995
USC00042294,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",1982.0,58.3,38.5349,-121.7761
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1982.0,47.7,41.96017,-87.93164
USC00456789,"PULLMAN 2 NW, WA US",1982.0,45.6,46.76016,-117.1861
USW00014942,"OMAHA EPPLEY AIRFIELD, NE US",1982.0,48.1,41.31186,-95.90186
USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",1982.0,65.1,36.0719,-115.16343
USW00023066,"GRAND JUNCTION WALKER FIELD, CO US",1982.0,53.5,39.13437,-108.54081
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",1982.0,51.0,42.36057,-71.00975
USW00013968,"TULSA INTERNATIONAL AIRPORT, OK US",1982.0,61.3,36.19854,-95.87825
USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",1982.0,59.3,36.11054,-86.68815
USW00025309,"JUNEAU AIRPORT, AK US",1982.0,39.4,58.354,-134.55606
USW00093193,"FRESNO YOSEMITE INTERNATIONAL, CA US",1982.0,61.6,36.77999,-119.72016
USW00023062,"DENVER CENTRAL PARK, CO US",1982.0,49.3,39.76746,-104.86948
USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",1982.0,47.7,40.96146,-98.31304
USW00013899,"PENSACOLA REGIONAL AIRPORT, FL US",1982.0,67.2,30.47612,-87.18575
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1982.0,51.3,47.44467,-122.31442
USW00023009,"ROSWELL INDUSTRIAL AIR PARK, NM US",1982.0,59.9,33.30735,-104.50817
USW00014838,"MARQUETTE, MI US",1982.0,40.9,46.5458,-87.3795
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",1982.0,77.5,25.78805,-80.31694
USW00024036,"LEWISTOWN AIRPORT, MT US",1982.0,40.9,47.05443,-109.45654
USW00024057,"RAWLINS AIRPORT, WY US",1982.0,41.5,41.80644,-107.19518
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",1982.0,65.5,34.0236,-118.2911
USW00022521,"HONOLULU INTERNATIONAL AIRPORT, HI US",1982.0,76.9,21.32402,-157.93946
USW00014822,"DETROIT CITY AIRPORT, MI US",1982.0,51.2,42.40725,-83.00899
USW00013882,"CHATTANOOGA AIRPORT, TN US",1982.0,59.9,35.03363,-85.20039
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",1982.0,50.9,40.77069,-111.96503
USW00014740,"HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US",1982.0,49.7,41.93742,-72.68202
USW00014777,"WILKES BARRE SCRANTON INTERNATIONAL AIRPORT, PA US",1982.0,48.9,41.33349,-75.72273
USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",1982.0,65.7,32.31982,-90.07778
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1982.0,68.3,29.54429,-98.48395
USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",1982.0,64.4,31.35172,-100.4948
USW00023065,"GOODLAND RENNER FIELD, KS US",1982.0,50.0,39.36729,-101.69322
USW00013723,"GREENSBORO PIEDMONT TRIAD INTERNATIONAL AIRPORT, NC US",1982.0,57.8,36.0969,-79.94316
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982.0,44.1,43.14069,-89.34521
USW00013880,"CHARLESTON INTL. AIRPORT, SC US",1982.0,65.6,32.89945,-80.0407
USW00013959,"WACO REGIONAL AIRPORT, TX US",1982.0,67.3,31.61796,-97.2283
USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",1982.0,45.2,42.95489,-87.9045
